1,2,3,4,5,6,7,8,9,10,11
2019Prince Edward IslandNurse practitioners,2019,Prince Edward Island,Nurse practitioners,43,15,1,28,38,0.348837209,0.023255814
2019Provinces/territories with available dataNurse practitioners,2019,Provinces/territories with available data,Nurse practitioners,6160,—,—,—,5677,—,—
2019QuebecNurse practitioners,2019,Quebec,Nurse practitioners,545,53,13,492,542,0.097247706,0.023853211
2019SaskatchewanNurse practitioners,2019,Saskatchewan,Nurse practitioners,236,19,18,217,232,0.080508475,0.076271186
2019YukonNurse practitioners,2019,Yukon,Nurse practitioners,10,2,2,8,10,0.2,0.2
2019AlbertaOccupational therapists,2019,Alberta,Occupational therapists,2260,182,—,2078,2235,0.080530973,—
2019British ColumbiaOccupational therapists,2019,British Columbia,Occupational therapists,2491,250,—,2241,2463,0.100361301,—
2019ManitobaOccupational therapists,2019,Manitoba,Occupational therapists,690,78,62,612,685,0.113043478,0.089855072
2019New BrunswickOccupational therapists,2019,New Brunswick,Occupational therapists,403,54,33,349,391,0.133995037,0.081885856
2019Newfoundland and LabradorOccupational therapists,2019,Newfoundland and Labrador,Occupational therapists,215,10,7,205,209,0.046511628,0.03255814
2019Northwest TerritoriesOccupational therapists,2019,Northwest Territories,Occupational therapists,19,5,3,14,19,0.263157895,0.157894737
2019Nova ScotiaOccupational therapists,2019,Nova Scotia,Occupational therapists,571,64,27,507,559,0.112084063,0.047285464
2019NunavutOccupational therapists,2019,Nunavut,Occupational therapists,6,2,1,4,6,0.333333333,0.166666667
2019OntarioOccupational therapists,2019,Ontario,Occupational therapists,6235,525,359,5710,6108,0.084202085,0.057578188
2019Prince Edward IslandOccupational therapists,2019,Prince Edward Island,Occupational therapists,70,8,4,62,70,0.114285714,0.057142857
2019Provinces/territories with available dataOccupational therapists,2019,Provinces/territories with available data,Occupational therapists,18906,—,—,—,18166,—,—
2019QuebecOccupational therapists,2019,Quebec,Occupational therapists,5560,354,215,5206,5041,0.063669065,0.038669065
2019SaskatchewanOccupational therapists,2019,Saskatchewan,Occupational therapists,359,39,14,320,357,0.108635097,0.038997214
2019YukonOccupational therapists,2019,Yukon,Occupational therapists,27,9,3,18,23,0.333333333,0.111111111
2019AlbertaPharmacists,2019,Alberta,Pharmacists,5562,437,245,5125,5221,0.07856886,0.044048903
2019British ColumbiaPharmacists,2019,British Columbia,Pharmacists,5737,349,174,5388,5357,0.060833188,0.03032944
2019ManitobaPharmacists,2019,Manitoba,Pharmacists,1639,103,90,1536,1593,0.062843197,0.054911531
2019New BrunswickPharmacists,2019,New Brunswick,Pharmacists,917,57,34,860,896,0.062159215,0.037077426
2019Newfoundland and LabradorPharmacists,2019,Newfoundland and Labrador,Pharmacists,752,43,41,709,736,0.057180851,0.054521277
2019Northwest TerritoriesPharmacists,2019,Northwest Territories,Pharmacists,44,11,9,33,44,0.25,0.204545455
2019Nova ScotiaPharmacists,2019,Nova Scotia,Pharmacists,1329,80,46,1249,1284,0.060195636,0.034612491
2019NunavutPharmacists,2019,Nunavut,Pharmacists,44,—,—,—,—,—,—
2019OntarioPharmacists,2019,Ontario,Pharmacists,16311,—,502,—,15362,—,0.030776776
2019Prince Edward IslandPharmacists,2019,Prince Edward Island,Pharmacists,198,12,—,186,195,0.060606061,—
2019Provinces/territories with available dataPharmacists,2019,Provinces/territories with available data,Pharmacists,43744,—,—,—,32333,—,—
2019QuebecPharmacists,2019,Quebec,Pharmacists,9460,—,—,—,—,—,—
2019SaskatchewanPharmacists,2019,Saskatchewan,Pharmacists,1685,116,86,1569,1645,0.06884273,0.051038576
2019YukonPharmacists,2019,Yukon,Pharmacists,66,—,—,—,—,—,—
2019AlbertaPhysiotherapists,2019,Alberta,Physiotherapists,3086,270,149,2816,3027,0.087491899,0.048282566
2019British ColumbiaPhysiotherapists,2019,British Columbia,Physiotherapists,3915,326,176,3589,3885,0.083269476,0.0449553
2019ManitobaPhysiotherapists,2019,Manitoba,Physiotherapists,814,104,64,710,813,0.127764128,0.078624079
2019New BrunswickPhysiotherapists,2019,New Brunswick,Physiotherapists,578,46,8,532,576,0.079584775,0.01384083
2019Newfoundland and LabradorPhysiotherapists,2019,Newfoundland and Labrador,Physiotherapists,300,24,23,276,293,0.08,0.076666667
2019Nova ScotiaPhysiotherapists,2019,Nova Scotia,Physiotherapists,754,—,45,—,—,—,0.059681698
2019OntarioPhysiotherapists,2019,Ontario,Physiotherapists,9532,762,359,8770,9082,0.079941251,0.03766261
2019Prince Edward IslandPhysiotherapists,2019,Prince Edward Island,Physiotherapists,104,26,8,78,97,0.25,0.076923077
2019Provinces/territories with available dataPhysiotherapists,2019,Provinces/territories with available data,Physiotherapists,25305,—,—,—,18511,—,—
2019QuebecPhysiotherapists,2019,Quebec,Physiotherapists,5424,291,429,5133,—,0.053650442,0.07909292
2019SaskatchewanPhysiotherapists,2019,Saskatchewan,Physiotherapists,746,54,50,692,738,0.072386059,0.067024129
2019YukonPhysiotherapists,2019,Yukon,Physiotherapists,52,—,—,—,—,—,—
2019AlbertaRegistered nurses,2019,Alberta,Registered nurses,35907,2459,2101,33448,34372,0.068482469,0.058512268
2019British ColumbiaRegistered nurses,2019,British Columbia,Registered nurses,38041,3253,2476,34788,35516,0.085512999,0.065087669
2019ManitobaRegistered nurses,2019,Manitoba,Registered nurses,12995,540,728,12455,—,0.041554444,0.056021547
2019New BrunswickRegistered nurses,2019,New Brunswick,Registered nurses,8019,536,570,7483,7749,0.066841252,0.071081182
2019Newfoundland and LabradorRegistered nurses,2019,Newfoundland and Labrador,Registered nurses,5771,366,374,5405,5674,0.063420551,0.064806793
2019Northwest Territories/NunavutRegistered nurses,2019,Northwest Territories/Nunavut,Registered nurses,743,59,83,684,728,0.079407806,0.111709287
2019Nova ScotiaRegistered nurses,2019,Nova Scotia,Registered nurses,9508,858,784,8650,9061,0.090239798,0.082456878
2019OntarioRegistered nurses,2019,Ontario,Registered nurses,103877,6275,4963,97602,97575,0.060407983,0.04777766
2019Prince Edward IslandRegistered nurses,2019,Prince Edward Island,Registered nurses,1704,152,113,1552,1612,0.089201878,0.066314554
2019Provinces/territories with available dataRegistered nurses,2019,Provinces/territories with available data,Registered nurses,300680,—,—,—,273617,—,—
2019QuebecRegistered nurses,2019,Quebec,Registered nurses,72695,5173,4252,67522,70217,0.071160327,0.058490955
2019SaskatchewanRegistered nurses,2019,Saskatchewan,Registered nurses,10940,736,592,10204,10637,0.067276051,0.054113346
2019YukonRegistered nurses,2019,Yukon,Registered nurses,480,115,76,365,476,0.239583333,0.158333333
2019AlbertaRegistered psychiatric nurses,2019,Alberta,Registered psychiatric nurses,1349,105,92,1244,1308,0.077835434,0.068198666
2019British ColumbiaRegistered psychiatric nurses,2019,British Columbia,Registered psychiatric nurses,2827,—,143,—,2680,—,0.050583658
2019ManitobaRegistered psychiatric nurses,2019,Manitoba,Registered psychiatric nurses,1064,86,90,978,968,0.080827068,0.084586466
2019Northwest Territories/NunavutRegistered psychiatric nurses,2019,Northwest Territories/Nunavut,Registered psychiatric nurses,—,—,—,—,—,—,—
2019Provinces/territories with available dataRegistered psychiatric nurses,2019,Provinces/territories with available data,Registered psychiatric nurses,6050,—,—,—,5668,—,—
2019SaskatchewanRegistered psychiatric nurses,2019,Saskatchewan,Registered psychiatric nurses,802,35,54,767,712,0.043640898,0.067331671
2019YukonRegistered psychiatric nurses,2019,Yukon,Registered psychiatric nurses,8,—,—,—,—,—,—
2020AlbertaLicensed practical nurses,2020,Alberta,Licensed practical nurses,15902,1334,948,14568,14407,0.083888819,0.059615143
2020British ColumbiaLicensed practical nurses,2020,British Columbia,Licensed practical nurses,12769,1451,793,11318,11814,0.113634584,0.062103532
2020ManitobaLicensed practical nurses,2020,Manitoba,Licensed practical nurses,3562,262,172,3300,3402,0.073554183,0.048287479
2020New BrunswickLicensed practical nurses,2020,New Brunswick,Licensed practical nurses,3076,—,544,—,2952,—,0.176853056
2020Newfoundland and LabradorLicensed practical nurses,2020,Newfoundland and Labrador,Licensed practical nurses,2391,208,171,2183,2251,0.08699289,0.071518193
2020Northwest TerritoriesLicensed practical nurses,2020,Northwest Territories,Licensed practical nurses,145,45,—,100,135,0.310344828,—
2020Northwest Territories/NunavutLicensed practical nurses,2020,Northwest Territories/Nunavut,Licensed practical nurses,—,—,—,—,—,—,—
2020Nova ScotiaLicensed practical nurses,2020,Nova Scotia,Licensed practical nurses,4439,517,367,3922,4146,0.116467673,0.082676278
2020NunavutLicensed practical nurses,2020,Nunavut,Licensed practical nurses,177,—,—,—,—,—,—
2020OntarioLicensed practical nurses,2020,Ontario,Licensed practical nurses,54103,4421,3170,49682,49061,0.081714508,0.058591945
2020Prince Edward IslandLicensed practical nurses,2020,Prince Edward Island,Licensed practical nurses,770,64,62,706,748,0.083116883,0.080519481
2020Provinces/territories with available dataLicensed practical nurses,2020,Provinces/territories with available data,Licensed practical nurses,130729,—,—,—,118554,—,—
2020QuebecLicensed practical nurses,2020,Quebec,Licensed practical nurses,29398,1697,3212,27701,26005,0.057725015,0.109259133
2020SaskatchewanLicensed practical nurses,2020,Saskatchewan,Licensed practical nurses,3770,381,374,3389,3633,0.101061008,0.099204244
2020YukonLicensed practical nurses,2020,Yukon,Licensed practical nurses,227,—,—,—,—,—,—
2020AlbertaNurse practitioners,2020,Alberta,Nurse practitioners,602,54,33,548,568,0.089700997,0.054817276
2020British ColumbiaNurse practitioners,2020,British Columbia,Nurse practitioners,540,62,22,478,505,0.114814815,0.040740741
2020ManitobaNurse practitioners,2020,Manitoba,Nurse practitioners,233,26,4,207,—,0.111587983,0.017167382
2020New BrunswickNurse practitioners,2020,New Brunswick,Nurse practitioners,148,13,5,135,144,0.087837838,0.033783784
2020Newfoundland and LabradorNurse practitioners,2020,Newfoundland and Labrador,Nurse practitioners,191,21,11,170,189,0.109947644,0.057591623
2020Northwest Territories/NunavutNurse practitioners,2020,Northwest Territories/Nunavut,Nurse practitioners,79,x,15,x,53,—,0.189873418
2020Nova ScotiaNurse practitioners,2020,Nova Scotia,Nurse practitioners,220,28,18,192,209,0.127272727,0.081818182
2020OntarioNurse practitioners,2020,Ontario,Nurse practitioners,3681,322,96,3359,3454,0.087476229,0.02607987
2020Prince Edward IslandNurse practitioners,2020,Prince Edward Island,Nurse practitioners,49,7,4,42,45,0.142857143,0.081632653
2020Provinces/territories with available dataNurse practitioners,2020,Provinces/territories with available data,Nurse practitioners,6683,—,—,—,6086,—,—
2020QuebecNurse practitioners,2020,Quebec,Nurse practitioners,686,154,11,532,679,0.224489796,0.016034985
2020SaskatchewanNurse practitioners,2020,Saskatchewan,Nurse practitioners,240,22,14,218,226,0.091666667,0.058333333
2020YukonNurse practitioners,2020,Yukon,Nurse practitioners,14,6,0,8,14,0.428571429,0
2020AlbertaOccupational therapists,2020,Alberta,Occupational therapists,2294,—,155,—,2227,—,0.067567568
2020British ColumbiaOccupational therapists,2020,British Columbia,Occupational therapists,2535,—,144,—,2501,—,0.056804734
2020ManitobaOccupational therapists,2020,Manitoba,Occupational therapists,722,94,62,628,713,0.130193906,0.085872576
2020New BrunswickOccupational therapists,2020,New Brunswick,Occupational therapists,402,32,30,370,393,0.07960199,0.074626866
2020Newfoundland and LabradorOccupational therapists,2020,Newfoundland and Labrador,Occupational therapists,220,12,14,208,217,0.054545455,0.063636364
2020Northwest TerritoriesOccupational therapists,2020,Northwest Territories,Occupational therapists,26,10,5,16,25,0.384615385,0.192307692
2020Nova ScotiaOccupational therapists,2020,Nova Scotia,Occupational therapists,590,46,27,544,581,0.077966102,0.045762712
2020NunavutOccupational therapists,2020,Nunavut,Occupational therapists,5,0,1,5,5,0,0.2
2020OntarioOccupational therapists,2020,Ontario,Occupational therapists,6328,452,313,5876,6205,0.071428571,0.049462705
2020Prince Edward IslandOccupational therapists,2020,Prince Edward Island,Occupational therapists,75,9,4,66,75,0.12,0.053333333
2020Provinces/territories with available dataOccupational therapists,2020,Provinces/territories with available data,Occupational therapists,19312,—,—,—,18362,—,—
2020QuebecOccupational therapists,2020,Quebec,Occupational therapists,5700,355,206,5345,5017,0.062280702,0.036140351
2020SaskatchewanOccupational therapists,2020,Saskatchewan,Occupational therapists,387,42,10,345,376,0.108527132,0.025839793
2020YukonOccupational therapists,2020,Yukon,Occupational therapists,28,4,0,24,27,0.142857143,0
2020AlbertaPharmacists,2020,Alberta,Pharmacists,5575,258,260,5317,5357,0.046278027,0.046636771
2020British ColumbiaPharmacists,2020,British Columbia,Pharmacists,5909,346,207,5563,5522,0.058554747,0.035031308
2020ManitobaPharmacists,2020,Manitoba,Pharmacists,1662,113,109,1549,1626,0.067990373,0.065583634
2020New BrunswickPharmacists,2020,New Brunswick,Pharmacists,902,19,0,883,886,0.021064302,0
2020Newfoundland and LabradorPharmacists,2020,Newfoundland and Labrador,Pharmacists,756,45,1,711,744,0.05952381,0.001322751
2020Northwest TerritoriesPharmacists,2020,Northwest Territories,Pharmacists,44,9,6,35,43,0.204545455,0.136363636
2020Nova ScotiaPharmacists,2020,Nova Scotia,Pharmacists,1391,108,70,1283,1326,0.077641984,0.050323508
2020NunavutPharmacists,2020,Nunavut,Pharmacists,38,—,—,—,—,—,—
2020OntarioPharmacists,2020,Ontario,Pharmacists,16332,523,484,15809,15454,0.032023022,0.029635072
2020Prince Edward IslandPharmacists,2020,Prince Edward Island,Pharmacists,207,—,—,—,—,—,—
2020Provinces/territories with available dataPharmacists,2020,Provinces/territories with available data,Pharmacists,44094,—,—,—,32583,—,—
2020QuebecPharmacists,2020,Quebec,Pharmacists,9568,—,—,—,—,—,—
2020SaskatchewanPharmacists,2020,Saskatchewan,Pharmacists,1650,51,99,1599,1625,0.030909091,0.06
2020YukonPharmacists,2020,Yukon,Pharmacists,60,—,—,—,—,—,—
2020AlbertaPhysiotherapists,2020,Alberta,Physiotherapists,3199,262,162,2937,3149,0.081900594,0.050640825
2020British ColumbiaPhysiotherapists,2020,British Columbia,Physiotherapists,4103,364,125,3739,4053,0.088715574,0.030465513
2020ManitobaPhysiotherapists,2020,Manitoba,Physiotherapists,876,126,67,750,872,0.143835616,0.076484018
2020New BrunswickPhysiotherapists,2020,New Brunswick,Physiotherapists,616,46,53,570,614,0.074675325,0.086038961
2020Newfoundland and LabradorPhysiotherapists,2020,Newfoundland and Labrador,Physiotherapists,305,28,18,277,299,0.091803279,0.059016393
2020Nova ScotiaPhysiotherapists,2020,Nova Scotia,Physiotherapists,786,77,72,709,781,0.097964377,0.091603053
2020OntarioPhysiotherapists,2020,Ontario,Physiotherapists,9933,760,470,9173,9524,0.076512635,0.047317024
2020Prince Edward IslandPhysiotherapists,2020,Prince Edward Island,Physiotherapists,107,11,4,96,102,0.102803738,0.037383178
2020Provinces/territories with available dataPhysiotherapists,2020,Provinces/territories with available data,Physiotherapists,26046,—,—,—,25342,—,—
2020QuebecPhysiotherapists,2020,Quebec,Physiotherapists,5308,313,368,4995,5195,0.058967596,0.069329314
2020SaskatchewanPhysiotherapists,2020,Saskatchewan,Physiotherapists,754,58,46,696,753,0.076923077,0.061007958
2020YukonPhysiotherapists,2020,Yukon,Physiotherapists,59,—,—,—,—,—,—
2020AlbertaRegistered nurses,2020,Alberta,Registered nurses,36394,2588,2496,33806,34627,0.071110623,0.068582733
2020British ColumbiaRegistered nurses,2020,British Columbia,Registered nurses,38863,3298,2040,35565,35880,0.084862208,0.052492088
2020ManitobaRegistered nurses,2020,Manitoba,Registered nurses,12856,589,671,12267,—,0.045815184,0.052193528
2020New BrunswickRegistered nurses,2020,New Brunswick,Registered nurses,7974,525,626,7449,7695,0.065838977,0.078505142
2020Newfoundland and LabradorRegistered nurses,2020,Newfoundland and Labrador,Registered nurses,5835,438,375,5397,5725,0.075064267,0.064267352
2020Northwest Territories/NunavutRegistered nurses,2020,Northwest Territories/Nunavut,Registered nurses,1368,708,222,660,1083,0.51754386,0.162280702
2020Nova ScotiaRegistered nurses,2020,Nova Scotia,Registered nurses,9783,1059,718,8724,9310,0.108249003,0.07339262
2020OntarioRegistered nurses,2020,Ontario,Registered nurses,104976,6062,4947,98914,97920,0.057746533,0.047125057
2020Prince Edward IslandRegistered nurses,2020,Prince Edward Island,Registered nurses,1707,116,120,1591,1610,0.067955477,0.07029877
2020Provinces/territories with available dataRegistered nurses,2020,Provinces/territories with available data,Registered nurses,304807,—,—,—,275659,—,—
2020QuebecRegistered nurses,2020,Quebec,Registered nurses,73337,4894,4063,68443,70539,0.066733027,0.055401775
2020SaskatchewanRegistered nurses,2020,Saskatchewan,Registered nurses,11182,834,626,10348,10753,0.074584153,0.05598283
2020YukonRegistered nurses,2020,Yukon,Registered nurses,532,128,120,404,517,0.240601504,0.22556391
2020AlbertaRegistered psychiatric nurses,2020,Alberta,Registered psychiatric nurses,1368,111,107,1257,1337,0.081140351,0.078216374
2020British ColumbiaRegistered psychiatric nurses,2020,British Columbia,Registered psychiatric nurses,2906,222,131,2684,2762,0.076393668,0.045079147
2020ManitobaRegistered psychiatric nurses,2020,Manitoba,Registered psychiatric nurses,1033,59,65,974,990,0.057115198,0.062923524
2020Northwest Territories/NunavutRegistered psychiatric nurses,2020,Northwest Territories/Nunavut,Registered psychiatric nurses,—,—,—,—,—,—,—
2020Provinces/territories with available dataRegistered psychiatric nurses,2020,Provinces/territories with available data,Registered psychiatric nurses,6115,—,—,—,5795,—,—
2020SaskatchewanRegistered psychiatric nurses,2020,Saskatchewan,Registered psychiatric nurses,799,51,50,748,706,0.063829787,0.062578223
2020YukonRegistered psychiatric nurses,2020,Yukon,Registered psychiatric nurses,9,—,—,—,—,—,—
2021AlbertaLicensed practical nurses,2021,Alberta,Licensed practical nurses,16498,1544,1169,14954,15159,0.093587101,0.070857074
2021British ColumbiaLicensed practical nurses,2021,British Columbia,Licensed practical nurses,13409,1433,1011,11976,12806,0.106868521,0.075397121
2021ManitobaLicensed practical nurses,2021,Manitoba,Licensed practical nurses,3693,303,240,3390,3595,0.082047116,0.064987815
2021New BrunswickLicensed practical nurses,2021,New Brunswick,Licensed practical nurses,3422,890,10,2532,3145,0.260081823,0.002922268
2021Newfoundland and LabradorLicensed practical nurses,2021,Newfoundland and Labrador,Licensed practical nurses,2428,208,214,2220,2339,0.085667216,0.088138386
2021Northwest TerritoriesLicensed practical nurses,2021,Northwest Territories,Licensed practical nurses,194,—,—,—,—,—,—
2021Northwest Territories/NunavutLicensed practical nurses,2021,Northwest Territories/Nunavut,Licensed practical nurses,—,—,—,—,—,—,—
2021Nova ScotiaLicensed practical nurses,2021,Nova Scotia,Licensed practical nurses,4537,465,384,4072,4315,0.102490633,0.084637426
2021NunavutLicensed practical nurses,2021,Nunavut,Licensed practical nurses,240,—,—,—,—,—,—
2021OntarioLicensed practical nurses,2021,Ontario,Licensed practical nurses,54984,4051,3705,50933,49781,0.073675978,0.067383239
2021Prince Edward IslandLicensed practical nurses,2021,Prince Edward Island,Licensed practical nurses,785,77,68,708,710,0.098089172,0.086624204
2021Provinces/territories with available dataLicensed practical nurses,2021,Provinces/territories with available data,Licensed practical nurses,132152,—,—,—,120552,—,—
2021QuebecLicensed practical nurses,2021,Quebec,Licensed practical nurses,28034,1848,1788,26186,25177,0.065919954,0.063779696
2021SaskatchewanLicensed practical nurses,2021,Saskatchewan,Licensed practical nurses,3683,287,411,3396,3525,0.077925604,0.111593809
2021YukonLicensed practical nurses,2021,Yukon,Licensed practical nurses,245,—,—,—,—,—,—
2021AlbertaNurse practitioners,2021,Alberta,Nurse practitioners,633,64,35,569,599,0.101105845,0.055292259
2021British ColumbiaNurse practitioners,2021,British Columbia,Nurse practitioners,648,130,26,518,629,0.200617284,0.040123457
2021ManitobaNurse practitioners,2021,Manitoba,Nurse practitioners,275,24,12,251,—,0.087272727,0.043636364
2021New BrunswickNurse practitioners,2021,New Brunswick,Nurse practitioners,159,16,9,143,152,0.100628931,0.056603774
2021Newfoundland and LabradorNurse practitioners,2021,Newfoundland and Labrador,Nurse practitioners,207,27,12,180,205,0.130434783,0.057971014
2021Northwest Territories/NunavutNurse practitioners,2021,Northwest Territories/Nunavut,Nurse practitioners,94,30,13,64,61,0.319148936,0.138297872
2021Nova ScotiaNurse practitioners,2021,Nova Scotia,Nurse practitioners,240,38,12,202,228,0.158333333,0.05
2021OntarioNurse practitioners,2021,Ontario,Nurse practitioners,3861,276,134,3585,3649,0.071484071,0.034706035
2021Prince Edward IslandNurse practitioners,2021,Prince Edward Island,Nurse practitioners,53,8,0,45,—,0.150943396,0
2021Provinces/territories with available dataNurse practitioners,2021,Provinces/territories with available data,Nurse practitioners,7400,—,—,—,6724,—,—
2021QuebecNurse practitioners,2021,Quebec,Nurse practitioners,946,271,16,675,939,0.286469345,0.016913319
2021SaskatchewanNurse practitioners,2021,Saskatchewan,Nurse practitioners,260,34,12,226,240,0.130769231,0.046153846
2021YukonNurse practitioners,2021,Yukon,Nurse practitioners,24,10,7,14,22,0.416666667,0.291666667
2021AlbertaOccupational therapists,2021,Alberta,Occupational therapists,2303,164,120,2139,2284,0.071211463,0.052105949
2021British ColumbiaOccupational therapists,2021,British Columbia,Occupational therapists,2736,345,173,2391,2697,0.126096491,0.063230994
2021ManitobaOccupational therapists,2021,Manitoba,Occupational therapists,753,93,68,660,748,0.123505976,0.090305445
2021New BrunswickOccupational therapists,2021,New Brunswick,Occupational therapists,411,39,29,372,394,0.094890511,0.070559611
2021Newfoundland and LabradorOccupational therapists,2021,Newfoundland and Labrador,Occupational therapists,222,16,8,206,214,0.072072072,0.036036036
2021Northwest TerritoriesOccupational therapists,2021,Northwest Territories,Occupational therapists,22,1,6,21,21,0.045454545,0.272727273
2021Nova ScotiaOccupational therapists,2021,Nova Scotia,Occupational therapists,650,87,37,563,626,0.133846154,0.056923077
2021NunavutOccupational therapists,2021,Nunavut,Occupational therapists,7,3,3,4,7,0.428571429,0.428571429
2021OntarioOccupational therapists,2021,Ontario,Occupational therapists,6559,544,367,6015,6424,0.082939472,0.055953651
2021Prince Edward IslandOccupational therapists,2021,Prince Edward Island,Occupational therapists,81,10,9,71,81,0.12345679,0.111111111
2021Provinces/territories with available dataOccupational therapists,2021,Provinces/territories with available data,Occupational therapists,20067,—,—,—,19105,—,—
2021QuebecOccupational therapists,2021,Quebec,Occupational therapists,5886,392,203,5494,5186,0.066598709,0.034488617
2021SaskatchewanOccupational therapists,2021,Saskatchewan,Occupational therapists,406,29,16,377,393,0.071428571,0.039408867
2021YukonOccupational therapists,2021,Yukon,Occupational therapists,31,3,4,28,30,0.096774194,0.129032258
2021AlbertaPharmacists,2021,Alberta,Pharmacists,5814,499,270,5315,5596,0.085827313,0.046439628
2021British ColumbiaPharmacists,2021,British Columbia,Pharmacists,6421,719,262,5702,5906,0.111976328,0.040803613
2021ManitobaPharmacists,2021,Manitoba,Pharmacists,1628,75,82,1553,1606,0.046068796,0.05036855
2021New BrunswickPharmacists,2021,New Brunswick,Pharmacists,902,0,100,902,885,0,0.110864745
2021Newfoundland and LabradorPharmacists,2021,Newfoundland and Labrador,Pharmacists,755,0,70,755,743,0,0.092715232
2021Northwest TerritoriesPharmacists,2021,Northwest Territories,Pharmacists,48,10,10,38,46,0.208333333,0.208333333
2021Nova ScotiaPharmacists,2021,Nova Scotia,Pharmacists,1400,79,69,1321,1334,0.056428571,0.049285714
2021NunavutPharmacists,2021,Nunavut,Pharmacists,40,—,—,—,—,—,—
2021OntarioPharmacists,2021,Ontario,Pharmacists,16768,920,497,15848,15895,0.054866412,0.02963979
2021Prince Edward IslandPharmacists,2021,Prince Edward Island,Pharmacists,206,—,3,—,200,—,0.014563107
2021Provinces/territories with available dataPharmacists,2021,Provinces/territories with available data,Pharmacists,45647,—,—,—,33880,—,—
2021QuebecPharmacists,2021,Quebec,Pharmacists,9915,—,—,—,—,—,—
2021SaskatchewanPharmacists,2021,Saskatchewan,Pharmacists,1691,140,77,1551,1669,0.082791248,0.045535186
2021YukonPharmacists,2021,Yukon,Pharmacists,59,—,—,—,—,—,—
2021AlbertaPhysiotherapists,2021,Alberta,Physiotherapists,3293,256,154,3037,3229,0.077740662,0.046765867
2021British ColumbiaPhysiotherapists,2021,British Columbia,Physiotherapists,4385,407,185,3978,4339,0.09281642,0.042189282
2021ManitobaPhysiotherapists,2021,Manitoba,Physiotherapists,922,113,80,809,922,0.122559653,0.086767896
2021New BrunswickPhysiotherapists,2021,New Brunswick,Physiotherapists,603,40,27,563,596,0.066334992,0.044776119
2021Newfoundland and LabradorPhysiotherapists,2021,Newfoundland and Labrador,Physiotherapists,311,24,21,287,304,0.077170418,0.067524116
2021Nova ScotiaPhysiotherapists,2021,Nova Scotia,Physiotherapists,805,91,49,714,793,0.113043478,0.060869565
2021OntarioPhysiotherapists,2021,Ontario,Physiotherapists,10289,826,440,9463,9668,0.080279911,0.042764117
2021Prince Edward IslandPhysiotherapists,2021,Prince Edward Island,Physiotherapists,114,11,6,103,111,0.096491228,0.052631579
2021Provinces/territories with available dataPhysiotherapists,2021,Provinces/territories with available data,Physiotherapists,27028,—,—,—,26066,—,—
2021QuebecPhysiotherapists,2021,Quebec,Physiotherapists,5468,528,354,4940,5332,0.096561814,0.064740307
2021SaskatchewanPhysiotherapists,2021,Saskatchewan,Physiotherapists,776,68,49,708,772,0.087628866,0.06314433
2021YukonPhysiotherapists,2021,Yukon,Physiotherapists,62,—,—,—,—,—,—
2021AlbertaRegistered nurses,2021,Alberta,Registered nurses,36288,2390,2577,33898,34380,0.065861993,0.071015212
2021British ColumbiaRegistered nurses,2021,British Columbia,Registered nurses,40343,3520,2653,36823,38288,0.087251816,0.065761099
2021ManitobaRegistered nurses,2021,Manitoba,Registered nurses,13149,564,674,12585,—,0.042892996,0.051258651
2021New BrunswickRegistered nurses,2021,New Brunswick,Registered nurses,8045,697,677,7348,7535,0.086637663,0.084151647
2021Newfoundland and LabradorRegistered nurses,2021,Newfoundland and Labrador,Registered nurses,5944,484,448,5460,5834,0.081426649,0.075370121
2021Northwest Territories/NunavutRegistered nurses,2021,Northwest Territories/Nunavut,Registered nurses,1489,343,266,1146,1170,0.230355944,0.178643385
2021Nova ScotiaRegistered nurses,2021,Nova Scotia,Registered nurses,10218,1153,948,9065,9543,0.112840086,0.092777452
2021OntarioRegistered nurses,2021,Ontario,Registered nurses,106595,6566,5212,100029,98899,0.061597636,0.048895352
2021Prince Edward IslandRegistered nurses,2021,Prince Edward Island,Registered nurses,1744,157,96,1587,—,0.090022936,0.055045872
2021Provinces/territories with available dataRegistered nurses,2021,Provinces/territories with available data,Registered nurses,312382,—,—,—,280097,—,—
2021QuebecRegistered nurses,2021,Quebec,Registered nurses,76712,7438,4720,69274,73062,0.096960058,0.061528835
2021SaskatchewanRegistered nurses,2021,Saskatchewan,Registered nurses,11307,751,574,10556,10843,0.066419032,0.050765013
2021YukonRegistered nurses,2021,Yukon,Registered nurses,548,136,103,412,543,0.248175182,0.187956204
2021AlbertaRegistered psychiatric nurses,2021,Alberta,Registered psychiatric nurses,1364,103,114,1261,1327,0.075513196,0.083577713
2021British ColumbiaRegistered psychiatric nurses,2021,British Columbia,Registered psychiatric nurses,3082,307,157,2775,2978,0.099610642,0.050940947
2021ManitobaRegistered psychiatric nurses,2021,Manitoba,Registered psychiatric nurses,1112,144,62,968,1020,0.129496403,0.055755396
2021Northwest Territories/NunavutRegistered psychiatric nurses,2021,Northwest Territories/Nunavut,Registered psychiatric nurses,—,—,—,—,—,—,—
2021Provinces/territories with available dataRegistered psychiatric nurses,2021,Provinces/territories with available data,Registered psychiatric nurses,6337,—,—,—,6038,—,—
2021SaskatchewanRegistered psychiatric nurses,2021,Saskatchewan,Registered psychiatric nurses,769,20,74,749,713,0.026007802,0.096228869
2021YukonRegistered psychiatric nurses,2021,Yukon,Registered psychiatric nurses,10,—,—,—,—,—,—
